"","taxon","reference_no","subfamily","Tribe","Genus","Fossil","min_ma","max_ma","Notes"
"1","Agroecomyrmex_duisburgi",44414,"Agroecomyrmecinae","None","Agroecomyrmex","Yes",33.9,38,"Note"
"2","Eulithomyrmex_rugosus",4971,"Agroecomyrmecinae","None","Eulithomyrmex","Yes",33.9,37.2,"Note"
"3","Eulithomyrmex_striatus",4971,"Agroecomyrmecinae","None","Eulithomyrmex","Yes",33.9,37.2,"Note"
"4","Ambyloponinae",59088,"Ambyloponinae","None","None","Yes",20.44,23.03,"Note"
"5","Amblyoponini",53165,"Ambyloponinae","Amblyoponini","Amblyoponini","Yes",20.44,23.03,"Note"
"6","Casaleia_eocenica",43781,"Ambyloponinae","None","Casaleia","Yes",40.4,48.6,"Note"
"7","Casaleia_inversa",41286,"Ambyloponinae","None","Casaleia","Yes",5.333,15.97,"Note"
"8","Casaleia_longiventris",37344,"Ambyloponinae","None","Casaleia","Yes",11.608,12.7,"Note"
"9","Casaleia_orientalis",56094,"Ambyloponinae","None","Casaleia","Yes",33.9,38,"Note"
"10","Myopopone_sinensis",16579,"Ambyloponinae","None","Myopopone","Yes",11.608,15.97,"Note"
"11","Stigmatomma_electrina",44602,"Ambyloponinae","None","Stigmatomma","Yes",33.9,38,"Note"
"12","Stigmatomma_groehni",44602,"Ambyloponinae","None","Stigmatomma","Yes",33.9,38,"Note"
"13","Aneuretellus_deformis",44404,"Aneuretinae","None","Aneuretellus","Yes",41.3,47.8,"Note"
"14","Britaneuretus_anglicus",37729,"Aneuretinae","None","Britaneuretus","Yes",33.9,38,"Note"
"15","Burmomyrma_rossi",39313,"Aneuretinae","None","Burmomyrma","Yes",93.5,99.6,"Note"
"16","Cananeuretus_occidentalis",36535,"Aneuretinae","None","Cananeuretus","Yes",70.6,83.5,"Note"
"17","Mianeuretus",44418,"Aneuretinae","None","Mianeuretus","Yes",46.2,50.3,"Note"
"18","Mianeuretus_eocenicus",44418,"Aneuretinae","None","Mianeuretus","Yes",46.2,50.3,"Note"
"19","Mianeuretus_mirabilis",4971,"Aneuretinae","None","Mianeuretus","Yes",33.9,37.2,"Note"
"20","Paraneuretus_dubovikoffi",56094,"Aneuretinae","None","Paraneuretus","Yes",33.9,38,"Note"
"21","Paraneuretus_longicornis",40999,"Aneuretinae","None","Paraneuretus","Yes",33.9,38,"Note"
"22","Paraneuretus_tornquisti",40999,"Aneuretinae","None","Paraneuretus","Yes",33.9,38,"Note"
"23","Pityomyrmex_tornquisti",40999,"Aneuretinae","None","Pityomyrmex","Yes",33.9,38,"Note"
"24","Protaneuretus_succineus",40999,"Aneuretinae","None","Protaneuretus","Yes",33.9,38,"Note"
"25","Archaeopone_kzylzharica",37059,"Armaniinae","None","Archaeopone","Yes",89.8,93.9,"Note"
"26","Archaeopone_taylori",35238,"Armaniinae","None","Archaeopone","Yes",70.6,83.5,"Note"
"27","Armania",39728,"Armaniinae","None","Armania","Yes",89.8,93.9,"Note"
"28","Armania_capitata",39728,"Armaniinae","None","Armania","Yes",89.8,93.9,"Note"
"29","Armania_curiosa",35238,"Armaniinae","None","Armania","Yes",70.6,83.5,"Note"
"30","Armania_pristina",39728,"Armaniinae","None","Armania","Yes",89.8,93.9,"Note"
"31","Armania_robusta",35238,"Armaniinae","None","Armania","Yes",70.6,83.5,"Stem Ant?"
"32","Dolichomyrma_latipes",37059,"Armaniinae","None","Dolichomyrma","Yes",89.8,93.9,"Note"
"33","Dolichomyrma_longiceps",37059,"Armaniinae","None","Dolichomyrma","Yes",89.8,93.9,"Note"
"34","Khetania_mandibulata",39728,"Armaniinae","None","Khetania","Yes",89.8,93.9,"Note"
"35","Orapia_minor",38353,"Armaniinae","None","Orapia","Yes",89.8,93.9,"Note"
"36","Orapia_rayneri",38353,"Armaniinae","None","Orapia","Yes",89.8,93.9,"Note"
"37","Poneropterus_sphecoides",35238,"Armaniinae","None","Poneropterus","Yes",70.6,83.5,"Note"
"38","Pseudarmania_aberrans",35238,"Armaniinae","None","Pseudarmania","Yes",70.6,83.5,"Stem Ant?"
"39","Pseudarmania_rasnitsyni",35238,"Armaniinae","None","Pseudarmania","Yes",70.6,83.5,"Stem Ant?"
"40","Brownimecia_clavata",5815,"Brownimeciinae","","Brownimecia","Yes",89.8,93.9,"Note"
"41","Alloiomma_changweiensis",16579,"Dolichoderinae","None","Alloiomma","Yes",11.608,15.97,"Note"
"42","Alloiomma_differentialis",36942,"Dolichoderinae","None","Alloiomma","Yes",11.608,15.97,"Note"
"43","Asymphylomyrmex_balticus",40999,"Dolichoderinae","None","Asymphylomyrmex","Yes",33.9,38,"Note"
"44","Azteca",49381,"Dolichoderinae","","Azteca","Yes",15.97,23.03,"Note"
"45","Azteca_alpha",5207,"Dolichoderinae","","Azteca","Yes",13.82,20.44,"Note"
"46","Azteca_eumeces",5207,"Dolichoderinae","","Azteca","Yes",13.82,20.44,"Note"
"47","Chronomyrmex_medicinehatensis",47972,"Dolichoderinae","None","Chronomyrmex","Yes",70.6,83.5,"Note"
"48","Ctenobethylus_goepperti",38999,"Dolichoderinae","None","Ctenobethylus","Yes",28.4,33.9,"Note"
"49","Dolichoderinae",34859,"Dolichoderinae","None","None","Yes",5.333,7.246,"Note"
"50","Dolichoderus",8673,"Dolichoderinae","None","Dolichoderus","Yes",5.333,55.8,"Note"
"51","Dolichoderus_(Hypoclinea)_passalomma",44557,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"52","Dolichoderus_affectus",38999,"Dolichoderinae","None","Dolichoderus","Yes",28.4,33.9,"Note"
"53","Dolichoderus_antiquus",4971,"Dolichoderinae","None","Dolichoderus","Yes",33.9,37.2,"Note"
"54","Dolichoderus_balticus",38999,"Dolichoderinae","None","Dolichoderus","Yes",23.03,28.1,"Note"
"55","Dolichoderus_brevicornis",44557,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"56","Dolichoderus_brevipalpis",44558,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"57","Dolichoderus_brevipennis",44558,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"58","Dolichoderus_bruneti",38999,"Dolichoderinae","None","Dolichoderus","Yes",28.4,33.9,"Note"
"59","Dolichoderus_caribbaeus",5207,"Dolichoderinae","None","Dolichoderus","Yes",13.82,20.44,"Note"
"60","Dolichoderus_coquandi",38999,"Dolichoderinae","None","Dolichoderus","Yes",28.4,33.9,"Note"
"61","Dolichoderus_cornutus",44414,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"62","Dolichoderus_dibolius",5207,"Dolichoderinae","None","Dolichoderus","Yes",13.82,20.44,"Note"
"63","Dolichoderus_dlusskyi",55770,"Dolichoderinae","None","Dolichoderus","Yes",41.3,47.8,"Note"
"64","Dolichoderus_elegans",40999,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"65","Dolichoderus_evolans",16579,"Dolichoderinae","None","Dolichoderus","Yes",11.608,15.97,"Note"
"66","Dolichoderus_explicans",38738,"Dolichoderinae","None","Dolichoderus","Yes",28.4,33.9,"Note"
"67","Dolichoderus_granulinotus",44558,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"68","Dolichoderus_heeri",51760,"Dolichoderinae","None","Dolichoderus","Yes",11.608,12.7,"Note"
"69","Dolichoderus_jiaoyanshanensis",16579,"Dolichoderinae","None","Dolichoderus","Yes",11.608,15.97,"Note"
"70","Dolichoderus_kohlsi",44418,"Dolichoderinae","None","Dolichoderus","Yes",46.2,50.3,"Note"
"71","Dolichoderus_kutscheri",44558,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"72","Dolichoderus_kutschlinicus",44564,"Dolichoderinae","None","Dolichoderus","Yes",33.9,37.2,"Note"
"73","Dolichoderus_lacinius",16579,"Dolichoderinae","None","Dolichoderus","Yes",11.608,15.97,"Note"
"74","Dolichoderus_longipennis",44414,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"75","Dolichoderus_longipilosus",44557,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"76","Dolichoderus_lucidus",44558,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"77","Dolichoderus_luridivenosus",36942,"Dolichoderinae","None","Dolichoderus","Yes",11.608,15.97,"Note"
"78","Dolichoderus_mesosternalis",40999,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"79","Dolichoderus_nanus",44557,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"80","Dolichoderus_obliteratus",39765,"Dolichoderinae","None","Dolichoderus","Yes",23.03,33.9,"Note"
"81","Dolichoderus_oviformis",38999,"Dolichoderinae","None","Dolichoderus","Yes",33.9,37.2,"Note"
"82","Dolichoderus_passalomma",40999,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"83","Dolichoderus_perkovskyi",44558,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"84","Dolichoderus_pilipes",44558,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"85","Dolichoderus_pinguis",56094,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"86","Dolichoderus_polessus",44557,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"87","Dolichoderus_polonicus",44557,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"88","Dolichoderus_primitivus",5207,"Dolichoderinae","None","Dolichoderus","Yes",13.82,20.44,"Note"
"89","Dolichoderus_prolaminatus",5207,"Dolichoderinae","None","Dolichoderus","Yes",13.82,20.44,"Note"
"90","Dolichoderus_punctatus",44558,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"91","Dolichoderus_robustus",44557,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"92","Dolichoderus_rohweri",4971,"Dolichoderinae","None","Dolichoderus","Yes",33.9,37.2,"Note"
"93","Dolichoderus_sculpturatus",44414,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"94","Dolichoderus_tauricus",41286,"Dolichoderinae","None","Dolichoderus","Yes",13.82,15.97,"Note"
"95","Dolichoderus_tertiarius",44414,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"96","Dolichoderus_transversipetiolaris",36942,"Dolichoderinae","None","Dolichoderus","Yes",11.608,15.97,"Note"
"97","Dolichoderus_vectensis",5061,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"98","Dolichoderus_vexillarius",40999,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"99","Dolichoderus_vlaskini",44558,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"100","Dolichoderus_zherichini",44578,"Dolichoderinae","None","Dolichoderus","Yes",33.9,38,"Note"
"101","Elaeomyrmex_coloradensis",4971,"Dolichoderinae","None","Elaeomyrmex","Yes",33.9,37.2,"Note"
"102","Elaeomyrmex_gracilis",4971,"Dolichoderinae","None","Elaeomyrmex","Yes",33.9,37.2,"Note"
"103","Elaphrodites_mutatus",16579,"Dolichoderinae","None","Elaphrodites","Yes",11.608,15.97,"Note"
"104","Elaphrodites_scutulatus",16579,"Dolichoderinae","None","Elaphrodites","Yes",11.608,15.97,"Note"
"105","Eldermyrmex_oblongiceps",40999,"Dolichoderinae","None","Eldermyrmex","Yes",33.9,38,"Note"
"106","Electromyrmex_klebsi",40999,"Dolichoderinae","None","Electromyrmex","Yes",33.9,38,"Note"
"107","Emplastus_antiquus",37730,"Dolichoderinae","None","Emplastus","Yes",11.608,12.7,"Note"
"108","Emplastus_biamoensis",56094,"Dolichoderinae","None","Emplastus","Yes",33.9,38,"Note"
"109","Emplastus_britannicus",37729,"Dolichoderinae","None","Emplastus","Yes",33.9,38,"Note"
"110","Emplastus_dubius",51760,"Dolichoderinae","None","Emplastus","Yes",11.608,12.7,"Note"
"111","Emplastus_elongatus",56094,"Dolichoderinae","None","Emplastus","Yes",33.9,38,"Note"
"112","Emplastus_gurnetensis",5061,"Dolichoderinae","None","Emplastus","Yes",33.9,38,"Note"
"113","Emplastus_haueri",37730,"Dolichoderinae","None","Emplastus","Yes",11.608,12.7,"Note"
"114","Emplastus_hypolithus",37729,"Dolichoderinae","None","Emplastus","Yes",33.9,38,"Note"
"115","Emplastus_kozlovi",51861,"Dolichoderinae","None","Emplastus","Yes",33.9,38,"Note"
"116","Emplastus_macrops",56094,"Dolichoderinae","None","Emplastus","Yes",33.9,38,"Note"
"117","Emplastus_miocenicus",51760,"Dolichoderinae","None","Emplastus","Yes",11.608,12.7,"Note"
"118","Emplastus_ocellus",37344,"Dolichoderinae","None","Emplastus","Yes",11.608,12.7,"Note"
"119","Eotapinoma_compacta",44404,"Dolichoderinae","None","Eotapinoma","Yes",41.3,47.8,"Note"
"120","Eotapinoma_gracilis",44404,"Dolichoderinae","None","Eotapinoma","Yes",41.3,47.8,"Note"
"121","Eotapinoma_macalpini",38952,"Dolichoderinae","None","Eotapinoma","Yes",70.6,83.5,"Note"
"122","Eurymyrmex_geologicus",36942,"Dolichoderinae","None","Eurymyrmex","Yes",11.608,15.97,"Note"
"123","Forelius",49381,"Dolichoderinae","None","Forelius","Yes",15.97,23.03,"Note"
"124","Gracilidris_humiloides",5207,"Dolichoderinae","None","Gracilidris","Yes",13.82,20.44,"Note"
"125","Iridomyrmex",38990,"Dolichoderinae","None","Iridomyrmex","Yes",38,41.3,"Note"
"126","Iridomyrmex_shandongicus",16579,"Dolichoderinae","None","Iridomyrmex","Yes",11.608,15.97,"Note"
"127","Kotshkorkia_laticeps",41286,"Dolichoderinae","None","Kotshkorkia","Yes",5.333,15.97,"Note"
"128","Ktunaxia_jucunda",55770,"Dolichoderinae","None","Ktunaxia","Yes",41.3,47.8,"Note"
"129","Leptomyrmex_neotropicus",5207,"Dolichoderinae","None","Leptomyrmex","Yes",13.82,20.44,"Note"
"130","Leptomyrmula_maravignae",44518,"Dolichoderinae","None","Leptomyrmula","Yes",5.333,11.608,"Note"
"131","Linepithema",55004,"Dolichoderinae","None","Linepithema","Yes",13.82,20.44,"Note"
"132","Liometopum",38709,"Dolichoderinae","None","Liometopum","Yes",11.608,12.7,"Note"
"133","Liometopum_bogdassarovi",56276,"Dolichoderinae","None","Liometopum","Yes",33.9,38,"Note"
"134","Liometopum_eremicum",16579,"Dolichoderinae","None","Liometopum","Yes",11.608,15.97,"Note"
"135","Liometopum_imhoffii",37344,"Dolichoderinae","None","Liometopum","Yes",11.608,12.7,"Note"
"136","Liometopum_incognitum",56094,"Dolichoderinae","None","Liometopum","Yes",33.9,38,"Note"
"137","Liometopum_lubricum",36942,"Dolichoderinae","None","Liometopum","Yes",11.608,15.97,"Note"
"138","Liometopum_miocenicum",4971,"Dolichoderinae","None","Liometopum","Yes",33.9,37.2,"Note"
"139","Liometopum_oligocenicum",40999,"Dolichoderinae","None","Liometopum","Yes",33.9,38,"Note"
"140","Liometopum_potamophilum",16579,"Dolichoderinae","None","Liometopum","Yes",11.608,15.97,"Note"
"141","Liometopum_scudderi",4971,"Dolichoderinae","None","Liometopum","Yes",33.9,37.2,"Note"
"142","Miomyrmex_impactus",4971,"Dolichoderinae","None","Miomyrmex","Yes",33.9,37.2,"Note"
"143","Miomyrmex_striatus",4971,"Dolichoderinae","None","Miomyrmex","Yes",33.9,37.2,"Note"
"144","Petraeomyrmex_minimus",4971,"Dolichoderinae","None","Petraeomyrmex","Yes",33.9,37.2,"Note"
"145","Proiridomyrmex_rotundatus",55770,"Dolichoderinae","None","Proiridomyrmex","Yes",41.3,47.8,"Note"
"146","Proiridomyrmex_vetulus",44418,"Dolichoderinae","None","Proiridomyrmex","Yes",46.2,50.3,"Note"
"147","Protazteca_capitata",4971,"Dolichoderinae","None","Protazteca","Yes",33.9,37.2,"Note"
"148","Protazteca_elongata",4971,"Dolichoderinae","None","Protazteca","Yes",33.9,37.2,"Note"
"149","Protazteca_eocenica",55770,"Dolichoderinae","None","Protazteca","Yes",41.3,47.8,"Note"
"150","Protazteca_hendersoni",5014,"Dolichoderinae","None","Protazteca","Yes",33.9,37.2,"Note"
"151","Protazteca_quadrata",4971,"Dolichoderinae","None","Protazteca","Yes",33.9,37.2,"Note"
"152","Tapinoma",39584,"Dolichoderinae","None","Tapinoma","Yes",5.333,11.608,"Note"
"153","Tapinoma_aberrans",44578,"Dolichoderinae","None","Tapinoma","Yes",33.9,38,"Note"
"154","Tapinoma_baculum",16579,"Dolichoderinae","None","Tapinoma","Yes",11.608,15.97,"Note"
"155","Tapinoma_electrinum",44578,"Dolichoderinae","None","Tapinoma","Yes",33.9,38,"Note"
"156","Tapinoma_minutissimum",44518,"Dolichoderinae","None","Tapinoma","Yes",5.333,11.608,"Note"
"157","Tapinoma_troche",5207,"Dolichoderinae","None","Tapinoma","Yes",13.82,20.44,"Note"
"158","Technomyrmex_caritatis",44634,"Dolichoderinae","None","Technomyrmex","Yes",13.82,20.44,"Note"
"159","Technomyrmex_deletus",44518,"Dolichoderinae","None","Technomyrmex","Yes",5.333,11.608,"Note"
"160","Technomyrmex_hispaniolae",5207,"Dolichoderinae","None","Technomyrmex","Yes",13.82,20.44,"Note"
"161","Technomyrmex_septentrionalis",16579,"Dolichoderinae","None","Technomyrmex","Yes",11.608,15.97,"Note"
"162","Usomyrma_mirabilis",53816,"Dolichoderinae","None","Usomyrma","Yes",33.9,38,"Note"
"163","Yantaromyrmex_constrictus",44414,"Dolichoderinae","None","Yantaromyrmex","Yes",33.9,38,"Note"
"164","Yantaromyrmex_geinitzi",38999,"Dolichoderinae","None","Yantaromyrmex","Yes",28.4,33.9,"Note"
"165","Yantaromyrmex_intermedius",50040,"Dolichoderinae","None","Yantaromyrmex","Yes",33.9,38,"Note"
"166","Yantaromyrmex_mayrianum",50040,"Dolichoderinae","None","Yantaromyrmex","Yes",33.9,38,"Note"
"167","Yantaromyrmex_samlandicus",40999,"Dolichoderinae","None","Yantaromyrmex","Yes",33.9,38,"Note"
"168","Zherichinius_horribilis",44404,"Dolichoderinae","None","Zherichinius","Yes",41.3,47.8,"Note"
"169","Zherichinius_rapax",44404,"Dolichoderinae","None","Zherichinius","Yes",41.3,47.8,"Note"
"170","Acanthostichus_hispaniolicus",44410,"Dorylinae","","Acanthostichus","Yes",13.82,20.44,"Note"
"171","Cylindromyrmex_antillanus",44524,"Dorylinae","None","Cylindromyrmex","Yes",13.82,20.44,"Note"
"172","Cylindromyrmex_electrinus",44524,"Dorylinae","None","Cylindromyrmex","Yes",13.82,20.44,"Note"
"173","Cylindromyrmex_inopinatus",44525,"Dorylinae","None","Cylindromyrmex","Yes",13.82,20.44,"Note"
"174","Dorylinae",50423,"Dorylinae","None","None","Yes",1.8,4.9,"Note"
"175","Lioponera",38999,"Dorylinae","None","Lioponera","Yes",28.4,33.9,"Note"
"176","Neivamyrmex",52386,"Dorylinae","None","Neivamyrmex","Yes",15.97,23.03,"Note"
"177","Neivamyrmex_ectopus",5206,"Dorylinae","None","Neivamyrmex","Yes",13.82,20.44,"Note"
"178","Procerapachys_annosus",40999,"Dorylinae","None","Procerapachys","Yes",33.9,38,"Note"
"179","Procerapachys_favosus",40999,"Dorylinae","None","Procerapachys","Yes",33.9,38,"Note"
"180","Procerapachys_sulcatus",44602,"Dorylinae","None","Procerapachys","Yes",33.9,38,"Note"
"181","Canapone_dentata",38952,"Ectatomminae","None","Canapone","Yes",70.6,83.5,"Note"
"182","Ectatomma_gracile",44518,"Ectatomminae","","Ectatomma","Yes",5.333,11.608,"Note"
"183","Gnamptogenys_brunoi",44600,"Ectatomminae","","Gnamptogenys","Yes",13.82,20.44,"Note"
"184","Gnamptogenys_casca",44600,"Ectatomminae","","Gnamptogenys","Yes",13.82,20.44,"Note"
"185","Gnamptogenys_europaea",44414,"Ectatomminae","","Gnamptogenys","Yes",33.9,38,"Note"
"186","Gnamptogenys_levinates",44601,"Ectatomminae","","Gnamptogenys","Yes",13.82,20.44,"Note"
"187","Gnamptogenys_pristina",44601,"Ectatomminae","","Gnamptogenys","Yes",13.82,20.44,"Note"
"188","Gnamptogenys_rohdendorfi",44602,"Ectatomminae","","Gnamptogenys","Yes",33.9,38,"Note"
"189","Pseudectatomma_eocenica",43781,"Ectatomminae","None","Pseudectatomma","Yes",40.4,48.6,"Note"
"190","Pseudectatomma_striatula",43781,"Ectatomminae","None","Pseudectatomma","Yes",40.4,48.6,"Note"
"191","Rhytidoponera_gibsoni",59088,"Ectatomminae","None","Rhytidoponera","Yes",20.44,23.03,"Note"
